Week,Day,BackupStart,WFID,FileType,Size
0,1,3,1,26,1.00129228509
0,1,3,1,27,1.00477509446
0,1,3,1,28,0.992092470521
0,1,3,1,29,1.00237810232
0,1,3,1,2,0.997366703844
0,1,3,1,3,1.0062171583
0,1,4,2,4,0.00146287556857
0,1,4,2,5,0.000533285628274
0,1,4,3,15,0.00352406590272
0,1,4,2,8,0.000981672783009
0,1,4,3,14,0.00296704951619
0,1,4,3,16,0.00328457129465
0,1,4,4,17,0.0786189581889
0,1,4,4,18,0.0611886485451
0,1,4,4,19,0.0810059138675
0,1,4,4,20,0.0809287530934
0,1,4,4,21,0.0781781030827
0,1,4,4,22,0.0803362822182
0,1,4,0,0,0.162230960321
0,1,4,0,1,0.16069034703
0,1,4,0,12,0.161932046683
0,1,4,0,23,0.159016434542
0,1,4,0,24,0.158447963798
0,1,4,0,25,0.155957351962
0,1,5,3,11,0.0
0,1,5,3,13,0.0
0,1,5,2,5,0.0
0,1,5,3,15,0.0
0,1,5,2,8,0.0
0,1,5,3,14,0.0
0,1,5,3,16,0.0
0,1,5,2,9,0.003855153224
0,1,5,2,7,0.00292265470901
0,1,5,2,6,0.00190915328158
0,1,5,3,10,0.00027508235757
0,1,5,2,4,0.00125081576034
0,1,5,4,17,0.0788502350219
0,1,5,4,18,0.0601156234435
0,1,5,4,19,0.0791134654032
0,1,5,4,20,0.0609049077695
0,1,5,4,21,0.0804782945985
0,1,5,4,22,0.0786132499971
0,1,5,0,24,0.120830984941
0,1,5,1,26,0.324402995561
0,1,5,1,27,0.323774170632
0,1,5,1,28,0.316652733337
0,1,5,1,29,0.312056265392
0,1,5,1,2,0.320335285165
0,1,5,1,3,0.31401701734
0,1,5,0,0,0.141604393898
0,1,5,0,1,0.140669989909
0,1,5,0,12,0.139826514573
0,1,5,0,23,0.139958218089
0,1,5,0,25,0.138676006638
0,5,0,3,11,0.0
0,5,0,3,13,0.0
0,5,0,3,15,0.0
0,5,0,2,8,0.0
0,5,0,3,14,0.0
0,5,0,3,16,0.0
0,5,0,2,9,0.0
0,5,0,2,7,0.0
0,5,0,2,6,0.0
0,5,0,3,10,0.0
0,5,0,2,4,0.0
0,5,0,2,5,0.000206737734529
0,5,0,4,20,0.0611272521974
0,5,0,4,21,0.0576879190031
0,5,0,4,22,0.0595270109025
0,5,0,0,12,0.0390800264764
0,5,0,4,17,0.0792815577448
0,5,0,4,18,0.0801804369684
0,5,0,4,19,0.083307412725
0,5,0,0,24,0.0825234119445
0,5,0,0,0,0.0814470413583
0,5,0,0,1,0.0792469951341
0,5,0,0,23,0.0779178347768
0,5,0,0,25,0.0808930734935
0,5,1,3,11,0.0
0,5,1,3,13,0.0
0,5,1,3,15,0.0
0,5,1,3,16,0.0
0,5,1,2,9,0.0
0,5,1,2,7,0.0
0,5,1,2,6,0.0
0,5,1,3,10,0.0
0,5,1,2,5,0.0
0,5,0,1,26,0.122388284924
0,5,0,1,27,0.120412050492
0,5,0,1,28,0.115197781312
0,5,0,1,29,0.118391383262
0,5,0,1,2,0.115440816433
0,5,0,1,3,0.121127918046
0,5,1,2,8,5.27735432969e-05
0,5,1,3,14,0.00270030939752
0,5,1,2,4,0.0006388016323
0,5,1,4,22,0.0393394650188
0,5,1,4,20,0.07875828062
0,5,1,4,21,0.0801624731941
0,5,1,0,12,0.078741436264
0,5,1,4,17,0.0777838514369
0,5,1,4,18,0.0789921143111
0,5,1,4,19,0.0803399106857
0,5,1,0,24,0.0798611440523
0,5,1,0,0,0.0799102965982
0,5,1,0,1,0.0817478468547
0,5,1,0,23,0.0782735663303
0,5,1,0,25,0.058898246897
0,5,2,3,11,0.0
0,5,2,3,15,0.0
0,5,2,3,16,0.0
0,5,2,2,9,0.0
0,5,2,2,7,0.0
0,5,2,2,6,0.0
0,5,2,3,10,0.0
0,5,2,2,5,0.0
0,5,2,1,26,0.0
0,5,2,1,27,0.0
0,5,2,1,28,0.0
0,5,2,1,29,0.0
0,5,2,1,2,0.0
0,5,2,1,3,0.0
0,5,2,2,8,0.0
0,5,2,3,13,0.00237697658501
0,5,2,3,14,0.00524865839334
0,5,2,2,4,6.23300028269e-05
0,5,2,0,24,0.0796964587613
0,5,2,0,0,0.0812934871471
0,5,2,0,25,0.082728250436
0,5,2,4,22,0.120527757181
0,5,2,4,20,0.122668917218
0,5,2,4,21,0.120471279622
0,5,2,0,12,0.102852116715
0,5,2,4,17,0.119269658964
0,5,2,4,18,0.0991338530757
0,5,2,4,19,0.100129062662
0,5,2,0,1,0.0984473562224
0,5,2,0,23,0.0992129986546
0,5,3,3,11,0.0
0,5,3,3,15,0.0
0,5,3,3,16,0.0
0,5,3,2,9,0.0
0,5,3,2,7,0.0
0,5,3,2,6,0.0
0,5,3,2,5,0.0
0,5,3,1,27,0.0
0,5,3,1,28,0.0
0,5,3,2,8,0.0
0,5,3,3,13,0.0
0,5,3,3,14,0.0
0,5,3,2,4,0.0
0,5,3,3,10,0.0034260090448
0,5,3,1,26,0.0199807063284
0,5,3,1,29,0.0174289076465
0,5,3,1,2,0.0215360897633
0,5,3,1,3,0.0334676269988
0,5,3,4,22,0.0787562759761
0,5,3,4,17,0.082659243646
0,5,3,4,18,0.0803329136008
0,5,3,4,20,0.103138799257
0,5,3,4,21,0.101928927828
0,5,3,4,19,0.0998353044
0,5,4,3,11,0.0
0,5,4,3,16,0.0
0,5,4,2,9,0.0
0,5,4,1,27,0.0
0,5,4,1,28,0.0
0,5,4,2,8,0.0
0,5,4,3,10,0.0
0,5,4,1,26,0.0
0,5,4,1,29,0.0
0,5,4,1,2,0.0
0,5,4,1,3,0.0
0,5,3,0,24,0.160280330583
0,5,3,0,0,0.157238619507
0,5,3,0,25,0.16118163552
0,5,3,0,12,0.16341878495
0,5,3,0,1,0.162811510445
0,5,3,0,23,0.160273211821
0,5,4,3,15,0.00156464917603
0,5,4,2,7,0.00435215276711
0,5,4,2,6,0.00142522694396
0,5,4,2,5,0.00333620593055
0,5,4,3,13,0.00214179128399
0,5,4,3,14,0.00518057901855
0,5,4,2,4,0.00340011289639
0,5,4,4,21,0.039801209811
0,5,4,4,22,0.0785014098966
0,5,4,4,17,0.0816427975886
0,5,4,4,18,0.0606440220598
0,5,4,4,20,0.0589969926681
0,5,4,4,19,0.0796345379334
0,5,5,3,11,0.0
0,5,5,3,16,0.0
0,5,5,2,9,0.0
0,5,5,1,27,0.0
0,5,5,1,28,0.0
0,5,5,2,8,0.0
0,5,5,3,10,0.0
0,5,5,1,26,0.0
0,5,5,1,29,0.0
0,5,5,1,2,0.0
0,5,5,1,3,0.0
0,5,5,3,15,0.0
0,5,5,2,7,0.0
0,5,5,2,6,0.0
0,5,5,2,5,0.0
0,5,5,3,13,0.0
0,5,5,2,4,0.0
0,5,5,3,14,0.000515082977262
0,5,5,4,21,0.0807828149009
0,5,5,4,22,0.081443885848
0,5,5,4,17,0.0798458951985
0,5,5,4,18,0.0821410328376
0,5,5,4,20,0.0789666205316
0,5,5,4,19,0.0776492060019
0,5,5,0,24,0.299801446048
0,5,5,0,0,0.292957030731
0,5,5,0,25,0.303238671427
0,5,5,0,12,0.302462933891
0,5,5,0,1,0.300380849781
0,5,5,0,23,0.298110397322
0,6,0,3,11,0.0
0,6,0,3,16,0.0
0,6,0,1,27,0.0
0,6,0,1,28,0.0
0,6,0,2,8,0.0
0,6,0,3,10,0.0
0,6,0,1,26,0.0
0,6,0,1,29,0.0
0,6,0,1,2,0.0
0,6,0,1,3,0.0
0,6,0,2,5,0.0
0,6,0,3,13,0.0
0,6,0,2,4,0.0
0,6,0,3,14,0.0
0,6,0,2,9,0.00166125020023
0,6,0,3,15,0.00537973777171
0,6,0,2,7,0.000735610008591
0,6,0,2,6,0.000182231176271
0,6,0,4,21,0.0787540806583
0,6,0,4,22,0.0595767254722
0,6,0,4,17,0.0797925533454
0,6,0,4,18,0.0602883674659
0,6,0,4,20,0.0780022429203
0,6,0,4,19,0.0809388836217
0,6,0,0,24,0.0810527840565
0,6,0,0,0,0.0803411786061
0,6,0,0,25,0.0607028795477
0,6,0,0,12,0.0771981788595
0,6,0,0,1,0.0584861323963
0,6,0,0,23,0.0794706676248
0,6,1,3,16,0.0
0,6,1,1,27,0.0
0,6,1,1,28,0.0
0,6,1,2,8,0.0
0,6,1,1,26,0.0
0,6,1,1,29,0.0
0,6,1,1,2,0.0
0,6,1,1,3,0.0
0,6,1,2,5,0.0
0,6,1,3,13,0.0
0,6,1,2,4,0.0
0,6,1,3,15,0.0
0,6,1,2,6,0.0
0,6,1,3,11,0.00175589046682
0,6,1,3,10,0.00150879959451
0,6,1,3,14,0.00194465380186
0,6,1,2,9,0.00055242965452
0,6,1,2,7,0.00201358690221
0,6,1,4,21,0.0611235556742
0,6,1,4,22,0.0817718321425
0,6,1,4,17,0.0775953618658
0,6,1,4,18,0.0806302845892
0,6,1,4,20,0.0810033510296
0,6,1,4,19,0.0810623892442
0,6,1,0,24,0.0791207670782
0,6,1,0,0,0.078283803084
0,6,1,0,25,0.0621518855154
0,6,1,0,12,0.080297260832
0,6,1,0,1,0.0789811826776
0,6,1,0,23,0.0594548624569
0,6,2,3,16,0.0
0,6,2,1,27,0.0
0,6,2,1,28,0.0
0,6,2,2,8,0.0
0,6,2,1,26,0.0
0,6,2,1,29,0.0
0,6,2,1,2,0.0
0,6,2,1,3,0.0
0,6,2,2,5,0.0
0,6,2,3,13,0.0
0,6,2,2,4,0.0
0,6,2,3,15,0.0
0,6,2,3,10,0.0
0,6,2,2,9,0.0
0,6,2,2,7,0.0
0,6,2,2,6,0.00497097563439
0,6,2,3,11,0.0014888171094
0,6,2,3,14,0.00170883928262
0,6,2,4,21,0.12285325627
0,6,2,4,22,0.116138799146
0,6,2,4,17,0.122876822901
0,6,2,4,18,0.120599345771
0,6,2,4,20,0.121836168533
0,6,2,4,19,0.121965104643
0,6,2,0,24,0.0795689280817
0,6,2,0,0,0.0990744772065
0,6,2,0,25,0.0979741282731
0,6,2,0,12,0.0820487248123
0,6,2,0,1,0.0801088593023
0,6,2,0,23,0.0801989630406
0,6,3,3,16,0.0
0,6,3,1,28,0.0
0,6,3,2,8,0.0
0,6,3,1,26,0.0
0,6,3,1,3,0.0
0,6,3,2,4,0.0
0,6,3,3,10,0.0
0,6,3,2,9,0.0
0,6,3,2,7,0.0
0,6,3,2,6,0.0
0,6,3,3,11,0.0
0,6,3,1,27,0.0224984906881
0,6,3,1,29,0.0212710646932
0,6,3,1,2,0.0180069370417
0,6,3,2,5,0.00106182857843
0,6,3,3,13,0.000851284057571
0,6,3,3,15,0.00492790559753
0,6,3,3,14,0.00181816698903
0,6,3,4,21,0.103482458942
0,6,3,4,22,0.100883898403
0,6,3,4,17,0.0984642301412
0,6,3,4,18,0.0774760352886
0,6,3,4,20,0.100294085054
0,6,3,4,19,0.0808318947128
0,6,3,0,24,0.161389510766
0,6,3,0,0,0.160367368333
0,6,3,0,25,0.156342770777
0,6,3,0,12,0.161392409224
0,6,3,0,1,0.159366190218
0,6,3,0,23,0.157351653537
0,6,4,1,28,0.0
0,6,4,1,26,0.0
0,6,4,1,3,0.0
0,6,4,2,9,0.0
0,6,4,2,7,0.0
0,6,4,2,6,0.0
0,6,4,3,11,0.0
0,6,4,1,27,0.0
0,6,4,1,29,0.0
0,6,4,1,2,0.0
0,6,4,2,5,0.0
0,6,4,3,13,0.0
0,6,4,3,14,0.0
0,6,4,3,16,0.00871473296507
0,6,4,2,8,0.00204116368865
0,6,4,2,4,0.00243063489299
0,6,4,3,10,0.00400716879668
0,6,4,3,15,0.00152751355616
0,6,4,4,21,0.0574251975964
0,6,4,4,22,0.0775120104997
0,6,4,4,17,0.0787805573374
0,6,4,4,18,0.0842676369548
0,6,4,4,20,0.0604388915151
0,6,4,4,19,0.0586922391789
0,6,4,0,24,0.157584091813
0,6,4,0,25,0.158032777807
0,6,4,0,0,0.162444087778
0,6,4,0,12,0.159637745047
0,6,4,0,1,0.159404092334
0,6,4,0,23,0.160263652005
0,6,5,1,28,0.0
0,6,5,1,26,0.0
0,6,5,1,3,0.0
0,6,5,2,9,0.0
0,6,5,2,6,0.0
0,6,5,3,11,0.0
0,6,5,1,27,0.0
0,6,5,1,29,0.0
0,6,5,1,2,0.0
0,6,5,3,13,0.0
0,6,5,3,14,0.0
0,6,5,3,16,0.0
0,6,5,2,8,0.0
0,6,5,2,4,0.0
0,6,5,3,10,0.0
0,6,5,3,15,0.0
0,6,5,2,7,0.000713958943322
0,6,5,2,5,0.00160223802609
0,6,5,4,21,0.0809514854046
0,6,5,4,22,0.0817368189875
0,6,5,4,17,0.0791523194723
0,6,5,4,18,0.0803068862575
0,6,5,4,20,0.0600073197762
0,6,5,4,19,0.061193292551
0,6,5,0,24,0.138453106509
0,6,5,0,25,0.139853042448
0,6,5,0,0,0.14038016148
0,6,5,0,12,0.139865254162
0,6,5,0,1,0.141243565902
0,6,5,0,23,0.136347509704
0,4,0,1,28,0.0
0,4,0,1,26,0.0
0,4,0,1,3,0.0
0,4,0,2,9,0.0
0,4,0,3,11,0.0
0,4,0,1,27,0.0
0,4,0,1,29,0.0
0,4,0,1,2,0.0
0,4,0,3,14,0.0
0,4,0,3,16,0.0
0,4,0,2,8,0.0
0,4,0,3,15,0.0
0,4,0,2,7,0.0
0,4,0,2,5,0.0
0,4,0,2,6,0.04258109482
0,4,0,3,13,0.00311729603015
0,4,0,2,4,0.0410384191074
0,4,0,3,10,0.00116711427615
0,4,0,4,21,0.0605130854197
0,4,0,4,22,0.059653917794
0,4,0,4,17,0.0566416658545
0,4,0,4,18,0.0755643618746
0,4,0,4,20,0.0818788913925
0,4,0,4,19,0.0797106182974
0,4,0,0,24,0.0817774886007
0,4,0,0,25,0.0600184426679
0,4,0,0,0,0.0809475914773
0,4,0,0,12,0.0612048383702
0,4,0,0,1,0.0781431897598
0,4,0,0,23,0.0800349524125
0,4,1,1,28,0.0
0,4,1,1,26,0.0
0,4,1,1,3,0.0
0,4,1,3,11,0.0
0,4,1,1,27,0.0
0,4,1,1,29,0.0
0,4,1,1,2,0.0
0,4,1,3,14,0.0
0,4,1,3,15,0.0
0,4,1,2,6,0.0
0,4,1,2,9,0.0389143051279
0,4,1,3,16,0.0100307156576
0,4,1,2,8,0.0774286613661
0,4,1,2,7,0.0802693643214
0,4,1,2,5,0.0395890754774
0,4,1,3,13,0.0044030948876
0,4,1,2,4,0.07480857732
0,4,1,3,10,0.000468313827597
0,4,1,4,21,0.0589201603861
0,4,1,4,22,0.0795080053502
0,4,1,4,17,0.0606852702825
0,4,1,4,18,0.0791380870424
0,4,1,4,20,0.079778896079
0,4,1,4,19,0.0802247170265
0,4,1,0,24,0.0793568673174
0,4,1,0,25,0.0645916391073
0,4,1,0,0,0.059705069083
0,4,1,0,12,0.0807450969565
0,4,1,0,1,0.0740645147738
0,4,1,0,23,0.0794954462014
0,4,2,1,28,0.0
0,4,2,1,26,0.0
0,4,2,1,3,0.0
0,4,2,1,27,0.0
0,4,2,1,29,0.0
0,4,2,1,2,0.0
0,4,2,3,11,0.0115719904574
0,4,2,3,14,0.0147617825543
0,4,2,3,15,0.0148897415334
0,4,2,2,6,0.0383797297587
0,4,2,2,9,0.0800824279244
0,4,2,3,16,0.0178330067152
0,4,2,2,8,0.0416788592367
0,4,2,2,7,0.0408253174218
0,4,2,2,5,0.0392104250169
0,4,2,3,13,0.0126910604286
0,4,2,2,4,0.0794636614875
0,4,2,3,10,0.0251270117165
0,4,2,4,21,0.120120364591
0,4,2,4,22,0.117278132712
0,4,2,4,17,0.0996159542815
0,4,2,4,18,0.0996098721884
0,4,2,4,20,0.118365934309
0,4,2,4,19,0.12153142693
0,4,2,0,24,0.102067659726
0,4,2,0,25,0.100105102096
0,4,2,0,0,0.0990676225478
0,4,2,0,12,0.081346115967
0,4,2,0,1,0.0991624916522
0,4,2,0,23,0.0581756597048
0,4,3,1,26,0.0
0,4,3,2,4,0.0
0,4,3,1,28,0.0204589122489
0,4,3,1,3,0.0176201866602
0,4,3,1,27,0.0193289690764
0,4,3,1,29,0.0204706810217
0,4,3,1,2,0.0191276655022
0,4,3,3,11,0.0175595995862
0,4,3,3,14,0.0324893072269
0,4,3,3,15,0.0126921656908
0,4,3,2,6,0.0404403693718
0,4,3,2,9,0.0405915553262
0,4,3,3,16,0.0128717716001
0,4,3,2,8,0.0849475320952
0,4,3,2,7,0.0410756575861
0,4,3,3,13,0.0300277615389
0,4,3,3,10,0.0244554925669
0,4,3,4,21,0.101721966544
0,4,3,4,22,0.099824664069
0,4,3,4,17,0.0981286704595
0,4,3,4,18,0.0999277156273
0,4,3,4,20,0.0987984884251
0,4,3,4,19,0.0613990383842
0,4,3,2,5,0.124537504942
0,4,3,0,24,0.159378795953
0,4,3,0,25,0.161149037142
0,4,3,0,0,0.160613050986
0,4,3,0,12,0.159233934357
0,4,3,0,1,0.160083533409
0,4,3,0,23,0.160784609415
0,4,4,1,26,0.0
0,4,4,1,28,0.0
0,4,4,1,3,0.0
0,4,4,1,27,0.0
0,4,4,1,29,0.0
0,4,4,1,2,0.0
0,4,4,3,11,0.0
0,4,4,3,14,0.021177053383
0,4,4,3,15,0.0112443709325
0,4,4,3,16,0.0126198602439
0,4,4,3,13,0.0171644669127
0,4,4,3,10,0.0204533051278
0,4,4,4,21,0.0800531041003
0,4,4,4,22,0.0817696871718
0,4,4,4,17,0.0610178591111
0,4,4,4,18,0.0806833219915
0,4,4,4,20,0.0801610382108
0,4,4,4,19,0.0794502884079
0,4,4,2,4,0.183973391673
0,4,4,2,6,0.139592407254
0,4,4,2,9,0.182421129587
0,4,4,2,8,0.18611856233
0,4,4,2,7,0.137084608893
0,4,4,2,5,0.181691271478
0,4,4,0,24,0.158291308562
0,4,4,0,25,0.1609892889
0,4,4,0,0,0.161890139608
0,4,4,0,12,0.157991357015
0,4,4,0,1,0.15744198912
0,4,4,0,23,0.160501925371
0,4,5,1,26,0.0
0,4,5,1,28,0.0
0,4,5,1,3,0.0
0,4,5,1,27,0.0
0,4,5,1,29,0.0
0,4,5,1,2,0.0
0,4,5,3,15,0.0
0,4,5,3,11,0.00380184672217
0,4,5,3,14,0.0046883469165
0,4,5,3,16,0.00388507578318
0,4,5,3,13,0.00314631025413
0,4,5,3,10,0.0037322258018
0,4,5,4,21,0.0803587516104
0,4,5,4,22,0.0612286853316
0,4,5,4,17,0.0823584128489
0,4,5,4,18,0.0784647265881
0,4,5,4,20,0.0833124499614
0,4,5,4,19,0.0592334789382
0,4,5,2,6,0.107788119983
0,4,5,2,9,0.0726928404298
0,4,5,2,7,0.070982548047
0,4,5,2,4,0.147231877575
0,4,5,2,8,0.195204082928
0,4,5,2,5,0.146030371369
0,4,5,0,24,0.143856324891
0,4,5,0,25,0.143084562742
0,4,5,0,0,0.139053365327
0,4,5,0,12,0.140717104672
0,4,5,0,1,0.1381186758
0,4,5,0,23,0.139590158646
0,0,0,1,26,0.0
0,0,0,1,28,0.0
0,0,0,1,3,0.0
0,0,0,1,27,0.0
0,0,0,1,29,0.0
0,0,0,1,2,0.0
0,0,0,3,11,0.0
0,0,0,3,13,0.0
0,0,0,2,4,0.0
0,0,0,3,15,0.010712652682
0,0,0,3,14,0.00900744888296
0,0,0,3,16,0.00909532750026
0,0,0,3,10,0.0145281330211
0,0,0,4,21,0.0408419508116
0,0,0,2,6,0.0402397997458
0,0,0,2,7,0.0385585152125
0,0,0,2,8,0.0394018518998
0,0,0,4,22,0.0808956876238
0,0,0,4,17,0.0810417088567
0,0,0,4,18,0.0568834324953
0,0,0,4,20,0.0584410131941
0,0,0,4,19,0.0620442447513
0,0,0,2,9,0.0774880609222
0,0,0,2,5,0.0796516011452
0,0,0,0,24,0.0602846283882
0,0,0,0,25,0.0601996824533
0,0,0,0,0,0.0802360723381
0,0,0,0,12,0.0624391851092
0,0,0,0,1,0.0613122562736
0,0,0,0,23,0.0605009260735
0,0,1,1,26,0.0
0,0,1,1,28,0.0
0,0,1,1,3,0.0
0,0,1,1,27,0.0
0,0,1,1,29,0.0
0,0,1,1,2,0.0
0,0,1,3,16,0.0
0,0,1,2,6,0.0
0,0,1,2,8,0.0
0,0,1,3,11,0.00536098898859
0,0,1,3,13,0.00842431514675
0,0,1,2,4,0.0395375514659
0,0,1,3,15,0.00757240961151
0,0,1,3,14,0.00121723558956
0,0,1,3,10,0.00571678991911
0,0,1,2,7,0.0415655892614
0,0,1,4,17,0.0411880464948
0,0,1,4,18,0.0397240484657
0,0,1,4,20,0.0395984974524
0,0,1,2,9,0.0391003935365
0,0,1,0,12,0.0390804315728
0,0,1,4,21,0.0618762908336
0,0,1,4,22,0.0790688578498
0,0,1,4,19,0.0789978177318
0,0,1,2,5,0.084528419873
0,0,1,0,24,0.082266904087
0,0,1,0,25,0.0832218132657
0,0,1,0,0,0.0798441221777
0,0,1,0,1,0.0842840353033
0,0,1,0,23,0.0775313055845
0,0,2,1,26,0.0
0,0,2,1,28,0.0
0,0,2,1,3,0.0
0,0,2,1,27,0.0
0,0,2,1,29,0.0
0,0,2,1,2,0.0
0,0,2,2,8,0.0
0,0,2,2,7,0.0
0,0,2,3,16,0.0253970652987
0,0,2,2,6,0.0360534133799
0,0,2,3,11,0.00731098124898
0,0,2,3,13,0.0227082484435
0,0,2,2,4,0.0403904157279
0,0,2,3,15,0.0153926781896
0,0,2,3,14,0.0166254991567
0,0,2,3,10,0.0109640891571
0,0,2,2,9,0.078463179147
0,0,2,0,12,0.0967139038296
0,0,2,4,22,0.102209102509
0,0,2,2,5,0.041243129573
0,0,2,0,24,0.100292756624
0,0,2,0,25,0.101545642461
0,0,2,0,0,0.102336467961
0,0,2,0,1,0.101823803815
0,0,2,0,23,0.0799726041261
0,0,2,4,17,0.122815483781
0,0,2,4,18,0.119458361503
0,0,2,4,20,0.120716300276
0,0,2,4,21,0.118478339244
0,0,2,4,19,0.120734655435
0,0,3,1,26,0.0
0,0,3,1,3,0.0
0,0,3,1,27,0.0
0,0,3,1,29,0.0
0,0,3,1,28,0.0174569138414
0,0,3,1,2,0.0184830011069
0,0,3,3,16,0.0243249019146
0,0,3,3,13,0.0120098250734
0,0,3,3,15,0.0271159891212
0,0,3,3,14,0.0129430454751
0,0,3,3,10,0.0163862538575
0,0,3,2,8,0.0409273925398
0,0,3,2,7,0.0780283564917
0,0,3,2,6,0.038193264279
0,0,3,3,11,0.0366418725913
0,0,3,2,4,0.0406533880464
0,0,3,2,9,0.0411364729464
0,0,3,2,5,0.0779353781123
0,0,3,4,21,0.0774756019144
0,0,3,0,12,0.159149382945
0,0,3,4,22,0.0989041839781
0,0,3,0,24,0.162499053855
0,0,3,0,25,0.162702510276
0,0,3,0,0,0.159279233464
0,0,3,0,1,0.158032618347
0,0,3,0,23,0.161420621512
0,0,3,4,17,0.103420375166
0,0,3,4,18,0.100767351584
0,0,3,4,20,0.0994132639895
0,0,3,4,19,0.0984404442589
0,0,4,1,26,0.0
0,0,4,1,3,0.0
0,0,4,1,27,0.0
0,0,4,1,29,0.0
0,0,4,1,28,0.0
0,0,4,1,2,0.0
0,0,4,3,16,0.0237305431788
0,0,4,3,13,0.0117870930703
0,0,4,3,15,0.0158805501028
0,0,4,3,14,0.0215907581924
0,0,4,3,10,0.01003469673
0,0,4,3,11,0.00888440984328
0,0,4,4,21,0.0844623575312
0,0,4,4,22,0.0819009754526
0,0,4,4,17,0.0563259434832
0,0,4,4,18,0.0813778278744
0,0,4,4,20,0.0777353085756
0,0,4,4,19,0.0836056425404
0,0,4,2,8,0.136770847035
0,0,4,2,7,0.139983229783
0,0,4,2,4,0.142366778807
0,0,4,2,9,0.144319612759
0,0,4,2,5,0.137448882013
0,0,4,0,12,0.155813820981
0,0,4,0,24,0.159068514192
0,0,4,0,25,0.159229282043
0,0,4,0,0,0.157888222269
0,0,4,0,1,0.158134700105
0,0,4,0,23,0.158992899761
